"","TSE_code","year","company","date","market","TSE_name","TEJ_name2","TEJ_code2","TEJ_name1","TEJ_code1","BTE","CTP_GAAP","CTP_IFRS_CFI","CTP_IFRS_CFO","CTP_IFRS_CFF","PTEBX","EBIT","OERD","OEPRO","NetSales","employee","PB","FA","Land","LandR","GrossSales","TA","TL","INTAN","QUICK","InvIn","InvLoss","OUTINSTI","RELATIN","RELATOUT","FAMILY","FAMILY2"
"1987","M9900",2004,"9911 櫻花",2004-12-31,"TSE","其他","五金及家具","M99B","五金及家具","M99B",121934,49223,NA,NA,NA,345059,410088,96860,1165985,5663434,2778,0.84,1860991,816504,0,5797378,5720475,3063991,185604,70.03,0,18774,21.29,16,0,"F","單一家族主導"
"1988","M9900",2004,"9914 美利達",2004-12-31,"TSE","其他","自行健行車","M99Z1","其他","M99Z",171007,57048,NA,NA,NA,594864,617685,0,353355,7072252,2134,1.34,1039312,95668,340765,7127502,6245803,3019832,91529,66,-300735,0,3.46,8,74,"F","單一家族主導"
"1989","M9900",2004,"9917 中保",2004-12-31,"TSE","其他","保全業","M99I","保全業","M99I",425320,528299,NA,NA,NA,1687509,1705785,35441,518097,6937629,6603,2.13,3645436,1275079,0,6963486,11377778,3506493,68134,134.15,-102136,0,71.94,23,4,"F","單一家族主導"
"1990","M9900",2004,"9919 康那香",2004-12-31,"TSE","其他","不織布","M14F","不織布","M14F",50071,30865,NA,NA,NA,291404,336140,44306,462910,3856019,1057,1.02,2809344,456195,48342,3935992,4950900,2213060,28576,85.06,0,52,44.19,NA,8,"F","單一家族主導"
"1991","M9900",2004,"9921 巨大",2004-12-31,"TSE","其他","自行健行車","M99Z1","其他","M99Z",243300,197382,NA,NA,NA,1394897,1487573,174364,1517054,21668057,5064,2.65,2083372,465507,0,21781520,14606405,8842155,265843,81.83,-52708,0,38.11,10,47,"F","單一家族主導"
"1992","M9900",2004,"9924 福興",2004-12-31,"TSE","其他","五金及家具","M99B","五金及家具","M99B",149662,65291,NA,NA,NA,662866,672701,72585,225832,4449238,2591,2.08,1325220,180134,111076,4531274,4291494,1166375,7137,151.07,0,28935,56.16,55,3,"F","單一家族主導"
"1993","M9900",2004,"9925 新保",2004-12-31,"TSE","其他","保全業","M99I","保全業","M99I",262940,181091,NA,NA,NA,1010230,1036225,0,0,4455381,4636,1.15,1972011,857284,0,4493036,8221829,3060182,0,145.54,0,15436,56.66,0,1,"F","單一家族主導"
"1994","M9900",2004,"9927 泰銘",2004-12-31,"TSE","其他","鋁鋅","M20A5","金屬基本","M20A",214563,153867,NA,NA,NA,880669,897624,4552,71742,4734793,430,1.96,762918,45684,96360,4734793,4034095,1420763,9462,138.51,0,35433,43.26,9,3,"F","單一家族主導"
"1995","M9900",2004,"9928 中視",2004-12-31,"TSE","其他","電視廣播","M99H","電視廣播","M99H",136238,6226,NA,NA,NA,-845594,-749746,0,131167,2291267,516,1.43,1752788,271320,NA,2291279,8248597,5323231,448143,30.98,0,257519,65.24,3,3,"M","專業經理人治理"
"1996","M9900",2004,"9929 秋雨",2004-12-31,"TSE","其他","印刷","M99C","印刷","M99C",12491,8388,NA,NA,NA,-270401,-175535,0,129094,2455817,834,0.68,2641967,494638,0,2495696,4739282,3524278,51869,28,0,1274,2.07,1,4,"F","單一家族主導"
"1997","M9900",2004,"9930 中聯資",2004-12-31,"TSE","其他","其他水泥","M11C","其他水泥","M11C",170288,115151,NA,NA,NA,702734,710064,6778,284761,3477577,154,1.61,1731829,848364,0,3477577,3831888,1050894,3770,137.15,-6781,0,85.16,75,29,"G","公股主導"
"1998","M9900",2004,"9933 中鼎",2004-12-31,"TSE","其他","工程承攬","M25C","工程承攬","M25C",-82891,51798,NA,NA,NA,560289,643431,38116,0,19889321,3169,1.47,4016300,597943,0,19889321,23012021,15047504,201759,68.86,-192731,0,83.35,4,39,"M","專業經理人治理"
"1999","M9900",2004,"9934 成霖",2004-12-31,"TSE","其他","五金及家具","M99B","五金及家具","M99B",257291,104765,NA,NA,NA,877357,937562,219433,1190945,10105446,8015,1.79,1304527,0,0,10266010,7480853,3329119,118708,126.12,-20458,0,46.91,92,2,"M","專業經理人治理"
"2000","M9900",2004,"9935 慶豐富",2004-12-31,"TSE","其他","五金及家具","M99B","五金及家具","M99B",108759,94676,NA,NA,NA,347986,410587,17813,387407,7488521,295,1.11,927124,195874,0,7692638,5336210,3671399,0,74.41,0,248,24.81,0,5,"F","單一家族主導"
"2001","M9900",2004,"9938 百和",2004-12-31,"TSE","其他","其他紡織","M14Z","其他紡織","M14Z",62441,34161,NA,NA,NA,377908,413811,21652,468470,3375679,3969,1.48,2368767,172714,0,3511951,5165070,2768161,217437,80.76,0,8400,26.59,15,32,"F","單一家族主導"
"2002","M9900",2004,"9939 宏全",2004-12-31,"TSE","其他","塑膠製品","M13B","塑膠製品","M13B",59767,89709,NA,NA,NA,403666,521078,NA,NA,3525722,1791,1.19,5527097,246634,0,3525722,7879785,4118676,65866,42.02,-2561,0,49.93,3,6,"F","單一家族主導"
"2003","M9900",2004,"9940 信義",2004-12-31,"TSE","其他","仲介建經","M25D","仲介建經","M25D",234687,177172,NA,NA,NA,1003023,1003691,0,NA,4048500,1458,4.4,535814,308014,0,4172129,3465036,1305575,0,217.06,-59774,0,82.48,0,0,"F","單一家族主導"
"2004","M9900",2004,"9941 裕融",2004-12-31,"TSE","其他","租賃業","M28K","租賃業","M28K",255634,228584,NA,NA,NA,1053588,1053588,NA,NA,2656837,428,1.68,1008415,96046,0,2656837,22899890,18676803,148406,109.32,-52781,0,75.24,NA,7,"F","單一家族主導"
"2005","M9900",2004,"9942 茂順",2004-12-31,"TSE","其他","汽車組件","M15D","汽車組件","M15D",50774,56002,NA,NA,NA,324867,326445,22827,90517,1556673,1062,2.34,615630,134342,48521,1575479,1781399,581979,15941,295.77,-3302,0,17.33,5,9,"F","單一家族主導"
"2006","M9900",2004,"9944 新麗",2004-12-31,"TSE","其他","不織布","M14F","不織布","M14F",29530,52660,NA,NA,NA,148017,171073,4302,139455,2112955,1282,1.29,1144228,61257,107110,2140736,2928476,1653363,54913,66,0,17060,40.62,11,21,"F","單一家族主導"
"2007","M9900",2004,"9945 潤泰新",2004-12-31,"TSE","其他","建設","M25A","建設","M25A",86533,11550,NA,NA,NA,348385,561133,0,906692,12270358,1130,0.65,8230528,306993,0,12270358,26427749,17572445,2091480,38.81,-62407,0,56.7,45,9,"F","單一家族主導"
"2008","M9900",2004,"9955 佳龍",2004-12-31,"TSE","其他","貴金屬回收","M99L1","資源回收","M99L",33770,26085,NA,NA,NA,129975,133166,3888,9024,1221598,117,2.12,363085,94824,0,1221598,880568,281535,7346,274.04,0,0,1.06,19,0,"F","單一家族主導"
"2009","M9900",2005,"1435 中福",2005-12-30,"TSE","其他","數據機","M23E1","網路設備","M23E",336,184,NA,NA,NA,1953,25909,0,9856,66843,16,1.64,537482,20193,412735,66843,1969935,804882,0,10.94,-4140,0,47.61,0,1,"F","單一家族主導"
"2010","M9900",2005,"1516 川飛",2005-12-30,"TSE","其他","其他製造業","M99ZC","其他","M99Z",1814,1495,NA,NA,NA,2251,14692,6303,35229,914421,1309,0.43,561608,64057,0,926447,1466448,694739,59949,53.8,0,0,13.28,79,28,"F","單一家族主導"
"2011","M9900",2005,"1584 精剛",2005-12-30,"OTC","其他","不銹鋼","M20A6","金屬基本","M20A",11495,13456,NA,NA,NA,64686,75513,33178,23221,482811,82,NA,93296,31776,0,492035,787571,544982,6000,24.68,0,414,NA,NA,NA,NA,NA
"2012","M9900",2005,"2062 橋椿",2005-12-30,"TSE","其他","五金及家具","M99B","五金及家具","M99B",154044,96457,NA,NA,NA,892067,917981,11624,124446,2982178,5862,NA,1699034,117470,0,3069941,3359451,1081655,33633,42.08,0,0,NA,NA,NA,NA,NA
"2013","M9900",2005,"2221 大甲",2005-12-30,"OTC","其他","鋼管","M20A7","金屬基本","M20A",30579,22750,NA,NA,NA,108648,111215,16057,35552,718466,281,1.03,227258,41556,21253,722284,889265,298902,13818,141.89,0,0,4.13,0,4,"F","單一家族主導"
"2014","M9900",2005,"2348 海悅",2005-12-30,"TSE","其他","建設","M25A","建設","M25A",21754,27328,NA,NA,NA,-40410,36908,NA,NA,1581384,15,1.58,595,0,0,1609656,1846215,1480687,0,21.25,0,31309,3.37,31,0,"M","專業經理人治理"
"2015","M9900",2005,"2514 龍邦",2005-12-30,"TSE","其他","建設","M25A","建設","M25A",369052,172516,NA,NA,NA,741721,840691,0,1341773,59952117,1360,0.58,4248054,1538812,338972,59952117,190832588,178042736,2045422,173.09,-162155,0,7.51,0,NA,"F","單一家族主導"
"2016","M9900",2005,"2904 匯僑",2005-12-30,"TSE","其他","貿易業","M29B","貿易業","M29B",5581,1646,NA,NA,NA,-72510,-44828,0,3896,301432,56,0.4,947315,0,0,301432,1222100,671861,0,43.78,0,0,54.74,0,NA,"F","單一家族主導"
"2017","M9900",2005,"3040 遠見",2005-12-30,"TSE","其他","其他電子","M23Z","其他電子","M23Z",270,270,NA,NA,NA,-430457,-417600,105844,325521,1254443,799,1.24,544050,84179,0,1292826,2158309,809540,16207,67.23,-11970,0,25.46,52,3,"M","專業經理人治理"
"2018","M9900",2005,"3252 海灣",2005-12-30,"OTC","其他","建設","M25A","建設","M25A",-480,31573,NA,NA,NA,-86381,-83675,34261,0,1746131,183,1.06,152898,0,0,1798505,863924,250382,0,39.68,0,0,66.37,0,0,"M","專業經理人治理"
"2019","M9900",2005,"3284 太普高",2005-12-30,"OTC","其他","印刷","M99C","印刷","M99C",1044,738,NA,NA,NA,35376,48610,5756,45633,822911,157,0.83,525078,115315,0,842222,967134,472409,0,49.27,0,0,34.14,0,0,"F","單一家族主導"
"2020","M9900",2005,"4430 耀億",2005-12-30,"OTC","其他","其他紡織","M14Z","其他紡織","M14Z",2272,NA,NA,NA,NA,16903,NA,NA,NA,389274,NA,NA,203982,NA,NA,NA,435558,247488,5328,NA,NA,NA,NA,NA,NA,NA,NA
"2021","M9900",2005,"4529 昶洧",2005-12-30,"OTC","其他","工具機","M15A1","機械業","M15A",-1368,16626,NA,NA,NA,-8235,-4441,15450,14806,664088,180,0.65,415161,118518,0,664525,908537,326292,9444,150.97,-1612,22000,46.18,8,86,"F","單一家族主導"
"2022","M9900",2005,"5306 桂盟",2005-12-30,"OTC","其他","自行車組件","M15E","自行車組件","M15E",712,695,NA,NA,NA,-135782,-127567,51716,68969,939665,332,0.5,319378,78006,0,956891,1334217,471599,8,100.55,0,0,5.23,18,25,"M","專業經理人治理"
"2023","M9900",2005,"5312 寶島科",2005-12-30,"OTC","其他","醫療耗材","M17G","醫療耗材","M17G",43548,138,NA,NA,NA,186349,186420,0,835783,1523157,693,1.57,55670,0,0,1527886,1216778,463206,26,96.09,-46894,0,32.23,81,0,"A","共治型態"
"2024","M9900",2005,"5395 圓方",2005-12-30,"OTC","其他","建設","M25A","建設","M25A",30304,0,NA,NA,NA,-53998,-53971,5831,7630,145678,11,2.24,713,0,0,145784,160414,37073,0,257.1,0,0,26.9,0,0,"F","單一家族主導"
"2025","M9900",2005,"5530 龍巖",2005-12-30,"OTC","其他","其他服務","M99ZX","其他","M99Z",13840,2344,NA,NA,NA,277461,277461,0,39698,1522667,45,2.59,47771,33917,0,1522667,1871555,652932,0,115.76,0,0,20.78,0,0,"F","單一家族主導"
"2026","M9900",2005,"6179 亞通",2005-12-30,"OTC","其他","工程承攬","M25C","工程承攬","M25C",137,10019,NA,NA,NA,100711,101562,124351,63995,855783,199,1.22,316524,92575,0,869896,1069466,254818,0,209.31,0,0,15.89,0,7,"F","單一家族主導"
"2027","M9900",2005,"6184 大豐電",2005-12-30,"TSE","其他","有線電視","M99G","有線電視","M99G",61985,63317,NA,NA,NA,278355,278403,0,20290,574290,60,1.65,192942,0,0,574290,1256343,127304,0,438.48,-32238,0,37.96,4,6,"A","共治型態"
"2028","M9900",2005,"6236 康呈",2005-12-30,"OTC","其他","生物科技","M17H","生物科技","M17H",7526,291,NA,NA,NA,-252687,-247682,127441,37191,515132,92,1.6,32255,0,0,543876,437053,182896,0,136.44,0,0,19.3,0,0,"F","單一家族主導"
"2029","M9900",2005,"6294 智基",2005-12-30,"OTC","其他","其他服務","M99ZX","其他","M99Z",-121,3223,NA,NA,NA,-334097,-327707,88259,93637,1666611,620,1.25,251005,100986,0,1680467,1141243,708328,0,73,-3658,0,40.39,0,9,"M","專業經理人治理"
"2030","M9900",2005,"6504 南六",2005-12-30,"TSE","其他","不織布","M14F","不織布","M14F",-15348,30891,NA,NA,NA,103445,115573,0,126128,1418223,206,2.19,617943,37480,11264,1425364,1418336,803597,13231,95.15,0,0,31.92,0,0,"F","單一家族主導"
"2031","M9900",2005,"6803 崑鼎",2005-12-30,"OTC","其他","廢棄物處理","M99L2","資源回收","M99L",87,4,NA,NA,NA,24226,24226,0,0,0,1,NA,0,0,0,0,289245,5177,0,4360.42,-32264,0,NA,NA,NA,NA,NA
"2032","M9900",2005,"8033 雷虎",2005-12-30,"TSE","其他","其他製造業","M99ZC","其他","M99Z",101782,70685,NA,NA,NA,387175,396893,44811,249298,1652011,871,2.99,264536,7151,14126,1687124,1675575,535715,98950,171.29,0,0,26.36,0,18,"F","單一家族主導"
"2033","M9900",2005,"8341 日友",2005-12-30,"TSE","其他","廢棄物處理","M99L2","資源回收","M99L",-908,4886,NA,NA,NA,-63814,-57587,0,6512,330011,101,NA,531314,121322,0,330011,901104,279210,160,63.49,0,23,48.92,15,62,"F","單一家族主導"
"2034","M9900",2005,"8390 金益鼎",2005-12-30,"OTC","其他","貴金屬回收","M99L1","資源回收","M99L",3784,11386,NA,NA,NA,32660,33885,427,13704,274962,70,1.75,149473,34135,0,275558,388709,93621,0,169.19,0,0,11.79,8,1,"F","單一家族主導"
"2035","M9900",2005,"8401 白紗科",2005-12-30,"OTC","其他","印刷","M99C","印刷","M99C",8327,288,NA,NA,NA,72107,76227,NA,NA,718343,272,NA,288781,49228,0,723448,571609,352819,0,91.64,0,0,NA,NA,NA,NA,NA
"2036","M9900",2005,"8421 旭源",2005-12-30,"OTC","其他","塑膠製品","M13B","塑膠製品","M13B",NA,NA,NA,NA,NA,-15072,NA,NA,NA,217716,NA,NA,48612,NA,NA,217716,176932,136855,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2037","M9900",2005,"8422 可寧衛",2005-12-30,"TSE","其他","廢棄物處理","M99L2","資源回收","M99L",0,NA,NA,NA,NA,52820,NA,NA,NA,255200,NA,NA,270036,NA,NA,NA,382806,98031,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2038","M9900",2005,"8905 裕國",2005-12-30,"OTC","其他","罐頭加工","M12A","罐頭加工","M12A",18145,2524,NA,NA,NA,94816,127772,0,115597,1624764,305,0.98,1610574,775325,0,1633197,3279685,1809371,0,47.55,0,0,70.21,0,0,"F","單一家族主導"
"2039","M9900",2005,"8906 花王",2005-12-30,"OTC","其他","印刷","M99C","印刷","M99C",6172,132,NA,NA,NA,24321,24323,942,15641,281243,NA,0.44,384356,263501,0,281924,636988,75552,542,309.92,0,0,13.24,0,0,"F","單一家族主導"
"2040","M9900",2005,"8913 全銓",2005-12-30,"OTC","其他","租賃業","M28K","租賃業","M28K",48,21,NA,NA,NA,18429,18429,NA,NA,98332,8,0.35,1302,0,0,98332,291657,9435,0,2661.31,0,0,67.34,0,0,"M","專業經理人治理"
"2041","M9900",2005,"8916 光隆",2005-12-30,"OTC","其他","其他紡織","M14Z","其他紡織","M14Z",-15432,4053,NA,NA,NA,-86917,-16916,0,295033,4350004,3361,0.47,846490,152900,0,4354089,3521488,2061430,43566,52.83,0,0,24.3,1,3,"A","共治型態"
"2042","M9900",2005,"8921 沈氏",2005-12-30,"OTC","其他","印刷","M99C","印刷","M99C",7954,12,NA,NA,NA,26805,30530,2542,27490,933833,191,0.6,669263,117903,0,940817,1185326,408683,0,97.01,-2582,0,44.84,28,3,"F","單一家族主導"
"2043","M9900",2005,"8924 大田",2005-12-30,"OTC","其他","高爾夫球頭","M99Z2","其他","M99Z",263348,206824,NA,NA,NA,1126378,1133772,91317,129579,6121151,7874,3.22,1018195,49584,26181,6151571,4632254,2082647,31859,127.8,0,0,29.47,0,NA,"F","單一家族主導"
"2044","M9900",2005,"8925 偉盟",2005-12-30,NA,"其他","其他水泥","M11C","其他水泥","M11C",20145,28011,NA,NA,NA,88153,107971,9834,NA,2066919,194,1.77,771744,314703,0,2076699,2693481,1197581,0,201.33,0,0,8.46,18,44,"F","單一家族主導"
"2045","M9900",2005,"8928 鉅明",2005-12-30,"OTC","其他","高爾夫球頭","M99Z2","其他","M99Z",33932,12852,NA,NA,NA,97161,104644,44875,153153,1705030,2156,1.19,454383,87482,0,1727044,1463652,750854,0,57.15,0,0,37.63,3,2,"F","單一家族主導"
"2046","M9900",2005,"8929 富堡",2005-12-30,"OTC","其他","不織布","M14F","不織布","M14F",5255,12,NA,NA,NA,-80150,-62420,2910,115317,795204,244,0.51,383579,59266,2516,806013,660820,515909,555,32.26,0,0,16.7,17,4,"F","單一家族主導"
"2047","M9900",2005,"8932 宏大",2005-12-30,"OTC","其他","其他紡織","M14Z","其他紡織","M14Z",4052,0,NA,NA,NA,-95840,-76577,NA,NA,715096,830,0.81,615427,45626,0,715096,1129529,752200,27857,36.39,0,0,49.16,0,NA,"F","單一家族主導"
"2048","M9900",2005,"8933 愛地雅",2005-12-30,"OTC","其他","自行健行車","M99Z1","其他","M99Z",21664,10108,NA,NA,NA,134440,179171,0,NA,5376138,1538,0.96,797523,49023,61062,5387291,4403457,3030599,13961,50.44,0,0,64.23,3,0,"F","單一家族主導"
"2049","M9900",2005,"8934 衡平",2005-12-30,"OTC","其他","物業管理","M25F","物業管理","M25F",9464,8361,NA,NA,NA,-94273,-88648,23664,100111,909943,2080,4.66,156025,0,0,929771,590438,577324,8135,30.96,0,0,19.92,97,0,"F","單一家族主導"
"2050","M9900",2005,"8935 邦泰",2005-12-30,"OTC","其他","塑膠製品","M13B","塑膠製品","M13B",-6346,841,NA,NA,NA,90405,128298,42152,106607,3087374,1444,1.19,915282,283710,0,3144522,3232278,2113573,0,69,0,0,5.66,0,5,"M","專業經理人治理"
"2051","M9900",2005,"8936 國統",2005-12-30,"OTC","其他","金屬製品","M20B","金屬製品","M20B",-17586,10477,NA,NA,NA,-65009,-41414,1474,37069,1409197,404,0.48,840515,65648,38511,1409197,2802708,1873304,33962,57.38,0,0,8.27,0,0,"M","專業經理人治理"
"2052","M9900",2005,"8937 合騏",2005-12-30,"OTC","其他","汽車製造","M22A","汽車製造","M22A",22797,97676,NA,NA,NA,196724,196744,19905,56699,1449246,229,2.07,216766,108327,0,1449246,1274826,164725,4607,453.12,0,1655,13.47,0,3,"F","單一家族主導"
"2053","M9900",2005,"8938 明安",2005-12-30,"OTC","其他","高爾夫球頭","M99Z2","其他","M99Z",103285,109244,NA,NA,NA,729452,743964,238424,281351,6387831,7583,2.25,1203189,138697,20845,6487226,4711007,2410864,0,137.18,0,0,27.81,79,0,"F","單一家族主導"
"2054","M9900",2005,"8942 森鉅",2005-12-30,"OTC","其他","塑膠加工","M13A8","石化","M13A",16981,8849,NA,NA,NA,141364,160864,567,121757,1140279,138,2.65,541545,269392,0,1151203,1450883,660058,0,65.98,-3855,0,9.25,5,56,"F","單一家族主導"
"2055","M9900",2005,"9902 台火",2005-12-30,"TSE","其他","其他製造業","M99ZC","其他","M99Z",20002,7956,NA,NA,NA,-130932,-80933,NA,NA,60869,19,0.63,514938,12963,78750,60869,2554966,1406665,0,57.96,0,1638,32.82,0,0,"F","單一家族主導"
"2056","M9900",2005,"9904 寶成",2005-12-30,"TSE","其他","鞋及旅行箱","M99K","鞋及旅行箱","M99K",150462,326436,NA,NA,NA,10069148,11624976,4136307,5077977,150802848,289250,0.72,52715140,2119677,248187,151085701,151928435,83282611,7157016,85.53,-1145030,0,59.34,19,78,"F","單一家族主導"
"2057","M9900",2005,"9905 大華",2005-12-30,"TSE","其他","金屬製品","M20B","金屬製品","M20B",104922,62652,NA,NA,NA,514371,516311,NA,NA,4175434,854,0.85,1315836,58989,0,4212855,6012155,1064600,73817,357.52,0,0,51.28,0,5,"F","單一家族主導"
"2058","M9900",2005,"9907 統一實",2005-12-30,"TSE","其他","金屬製品","M20B","金屬製品","M20B",72932,300563,NA,NA,NA,161017,812236,0,702031,17788508,2126,0.64,31694352,73474,541117,17902199,39802175,22561591,270077,18.03,-1819,0,65.65,20,37,"A","共治型態"
"2059","M9900",2005,"9910 豐泰",2005-12-30,"TSE","其他","鞋及旅行箱","M99K","鞋及旅行箱","M99K",212693,151367,NA,NA,NA,2260128,2303813,861823,1842583,24149009,60214,1.25,8036368,718743,135517,24157965,17497019,4995530,68370,132.01,-1636,0,21.87,0,1,"F","單一家族主導"
"2060","M9900",2005,"9911 櫻花",2005-12-30,"TSE","其他","五金及家具","M99B","五金及家具","M99B",12734,23881,NA,NA,NA,108874,183097,78340,1117739,5279805,1376,0.64,1417384,816504,0,5442752,4778349,2088294,96795,64.06,0,17677,27.32,13,0,"F","單一家族主導"
"2061","M9900",2005,"9914 美利達",2005-12-30,"TSE","其他","自行健行車","M99Z1","其他","M99Z",192307,70365,NA,NA,NA,719667,746010,0,409921,7962562,1953,1.27,1018777,96696,340765,8012412,6609674,2806594,74162,80.15,-305369,0,16.8,8,76,"F","單一家族主導"
"2062","M9900",2005,"9917 中保",2005-12-30,"TSE","其他","保全業","M99I","保全業","M99I",469747,483922,NA,NA,NA,1892761,1904602,61567,572707,8223231,8163,2.62,4135847,1437898,0,8267164,11573153,3090727,55389,168.39,-46567,0,78.28,18,4,"F","單一家族主導"
"2063","M9900",2005,"9919 康那香",2005-12-30,"TSE","其他","不織布","M14F","不織布","M14F",44648,38970,NA,NA,NA,272007,323416,40442,413776,4078621,1200,0.91,2809184,458541,48342,4171832,5186693,2299934,29649,86.05,0,0,43.08,0,5,"F","單一家族主導"
"2064","M9900",2005,"9921 巨大",2005-12-30,"TSE","其他","自行健行車","M99Z1","其他","M99Z",339793,253803,NA,NA,NA,1553554,1726768,201728,2401383,26556386,6407,2.83,3156720,411221,0,26979219,16050420,9770492,304431,78.61,-743,0,51.27,12,49,"F","單一家族主導"
"2065","M9900",2005,"9924 福興",2005-12-30,"TSE","其他","五金及家具","M99B","五金及家具","M99B",101365,83373,NA,NA,NA,1408931,1415008,87398,219655,4893909,1655,1.67,1210669,186207,111076,5016032,5637602,1381184,6295,275.74,-47865,0,46.48,NA,2,"F","單一家族主導"
"2066","M9900",2005,"9925 新保",2005-12-30,"TSE","其他","保全業","M99I","保全業","M99I",278488,290350,NA,NA,NA,1126704,1151056,0,0,5166348,5150,1.37,1974997,674940,0,5206613,8768751,3107418,890,161.63,0,13161,55.32,0,10,"F","單一家族主導"
"2067","M9900",2005,"9927 泰銘",2005-12-30,"TSE","其他","鋁鋅","M20A5","金屬基本","M20A",129064,240494,NA,NA,NA,484562,519283,7849,91564,5092155,497,1.3,930254,135607,96360,5092155,3590995,1075825,8336,168.31,0,0,41.82,11,2,"F","單一家族主導"
"2068","M9900",2005,"9928 中視",2005-12-30,"TSE","其他","電視廣播","M99H","電視廣播","M99H",18303,3213,NA,NA,NA,-720699,-609989,0,150990,2040443,625,1.63,3496069,351618,1042088,2041045,7044496,4681447,434234,41.67,0,4849,79.18,3,2,"M","專業經理人治理"
"2069","M9900",2005,"9929 秋雨",2005-12-30,"TSE","其他","印刷","M99C","印刷","M99C",10677,6160,NA,NA,NA,80658,157901,0,79180,2372425,700,0.41,2562958,413368,123959,2387379,3911411,2495976,53111,52.22,0,483,1.59,0,3,"F","單一家族主導"
"2070","M9900",2005,"9930 中聯資",2005-12-30,"TSE","其他","其他水泥","M11C","其他水泥","M11C",251048,223044,NA,NA,NA,980898,983370,5409,283133,4269757,217,1.61,1719914,863996,0,4269757,4031543,851890,4682,180.99,-18240,0,84.37,69,25,"G","公股主導"
"2071","M9900",2005,"9933 中鼎",2005-12-30,"TSE","其他","工程承攬","M25C","工程承攬","M25C",120626,113694,NA,NA,NA,946207,1069678,54249,0,31518840,6600,0.95,4853299,639020,0,31518840,26388246,17815751,193160,47.65,-123188,0,82.49,4,13,"M","專業經理人治理"
"2072","M9900",2005,"9934 成霖",2005-12-30,"TSE","其他","五金及家具","M99B","五金及家具","M99B",102955,167939,NA,NA,NA,362880,442461,239131,1347437,9720078,8230,1.16,1404851,0,0,10128888,10034262,4667791,133183,159.9,0,5571,48.27,91,26,"M","專業經理人治理"
"2073","M9900",2005,"9935 慶豐富",2005-12-30,"TSE","其他","五金及家具","M99B","五金及家具","M99B",19189,35542,NA,NA,NA,86310,160139,16925,401589,7004693,278,0.69,1158313,197672,0,7297087,5154823,3369985,667,109.54,-15367,0,21.91,11,5,"F","單一家族主導"
"2074","M9900",2005,"9938 百和",2005-12-30,"TSE","其他","其他紡織","M14Z","其他紡織","M14Z",123555,11292,NA,NA,NA,508747,558425,17217,572219,4216706,4722,1.28,2744443,172714,0,4354934,5987463,2884626,265024,80.43,0,10019,33.19,NA,34,"F","單一家族主導"
"2075","M9900",2005,"9939 宏全",2005-12-30,"TSE","其他","塑膠製品","M13B","塑膠製品","M13B",26082,82429,NA,NA,NA,219105,390829,NA,NA,4183226,1888,0.93,6657355,246634,0,4183226,9882340,5828931,90868,53.52,-5002,0,42.94,1,4,"F","單一家族主導"
"2076","M9900",2005,"9940 信義",2005-12-30,"TSE","其他","仲介建經","M25D","仲介建經","M25D",296317,311345,NA,NA,NA,1216462,1216508,NA,NA,5209803,2227,3.17,620021,329899,0,5404452,4733355,1888029,84756,258.63,-403,0,80.32,0,0,"F","單一家族主導"
"2077","M9900",2005,"9941 裕融",2005-12-30,"TSE","其他","租賃業","M28K","租賃業","M28K",312554,376800,NA,NA,NA,1064049,1144424,NA,NA,5877045,485,1.41,8045367,96046,0,5877045,31107299,26459304,306731,91.08,-5710,0,71.87,6,NA,"F","單一家族主導"
"2078","M9900",2005,"9942 茂順",2005-12-30,"TSE","其他","汽車組件","M15D","汽車組件","M15D",55317,38300,NA,NA,NA,239720,242846,21243,75739,1469471,824,1.65,797911,168047,48521,1480916,1840901,463566,15976,166.95,-3987,0,28.14,NA,15,"F","單一家族主導"
"2079","M9900",2005,"9944 新麗",2005-12-30,"TSE","其他","不織布","M14F","不織布","M14F",29454,31142,NA,NA,NA,186776,219814,2302,166168,2462288,1398,0.91,1330633,61309,95222,2485283,4069667,2633480,57390,46.49,0,0,42.86,9,17,"F","單一家族主導"
"2080","M9900",2005,"9945 潤泰新",2005-12-30,"TSE","其他","建設","M25A","建設","M25A",149539,142373,NA,NA,NA,543011,858030,0,1342331,14659820,1760,0.66,7109449,306993,0,14659820,24836738,15709184,1269384,27.79,0,51347,56.72,14,1,"F","單一家族主導"
"2081","M9900",2005,"9955 佳龍",2005-12-30,"TSE","其他","貴金屬回收","M99L1","資源回收","M99L",47438,39291,NA,NA,NA,174138,176355,4051,12207,1564077,147,2.48,457082,94824,0,1564089,1129915,231886,11117,260.79,0,0,4.53,15,0,"F","單一家族主導"
"2082","M9900",2006,"1435 中福",2006-12-29,"TSE","其他","數據機","M23E1","網路設備","M23E",-43,321,NA,NA,NA,-640732,-619088,0,5556,80329,19,1.7,528694,20343,412735,80329,1226671,645724,0,47.44,0,6222,56.36,0,8,"F","單一家族主導"
"2083","M9900",2006,"1516 川飛",2006-12-29,"TSE","其他","其他製造業","M99ZC","其他","M99Z",-5986,1850,NA,NA,NA,3095,13971,4064,34975,789302,1237,0.95,306231,0,0,801206,1409406,618854,35348,69.62,0,1616,17.87,85,16,"F","單一家族主導"
